2025-06-09 11:51:30.745 | INFO     | __main__:main:69 - loading llm model /mnt/disk3/hg/hub/models--Qwen--Qwen2.5-Math-1.5B/snapshots/4a83ca6e4526a4f2da3aa259ec36c259f66b2ab2
2025-06-09 11:51:34.696 | INFO     | __main__:main:76 - use device: cuda:0
2025-06-09 11:51:34.697 | INFO     | sparse_quant_attn.compression.entrance:compress_model:19 - loading calibdation data: gsm8k
2025-06-09 11:51:43.989 | INFO     | sparse_quant_attn.compression.entrance:compress_model:27 - dataset loading complete
Running SQAttn...:   0%|          | 0/28 [00:00<?, ?it/s]Running SQAttn...:   4%|▎         | 1/28 [00:00<00:05,  5.15it/s]2025-06-09 11:51:45.050 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 1
2025-06-09 11:51:45.166 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9936056733131409, rmse: 0.36290547251701355
2025-06-09 11:51:45.183 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9964517951011658, rmse: 0.2696119546890259
2025-06-09 11:51:45.199 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.99790358543396, rmse: 0.20694708824157715
2025-06-09 11:51:45.216 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9985390305519104, rmse: 0.17264360189437866
2025-06-09 11:51:45.233 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9990034699440002, rmse: 0.14250913262367249
2025-06-09 11:51:45.250 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9993025064468384, rmse: 0.11918999254703522
2025-06-09 11:51:45.268 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9994841814041138, rmse: 0.10247266292572021
2025-06-09 11:51:45.285 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9996052384376526, rmse: 0.08962248265743256
2025-06-09 11:51:45.301 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9996643662452698, rmse: 0.08262649178504944
2025-06-09 11:51:45.319 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9997038841247559, rmse: 0.0776078999042511
2025-06-09 11:51:45.336 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9997467398643494, rmse: 0.07177224010229111
2025-06-09 11:51:45.353 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9998044967651367, rmse: 0.0630735233426094
2025-06-09 11:51:45.371 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9998270273208618, rmse: 0.05930672213435173
2025-06-09 11:51:45.388 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9998876452445984, rmse: 0.04779869690537453
2025-06-09 11:51:45.404 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999043345451355, rmse: 0.04409092664718628
2025-06-09 11:51:45.422 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999275803565979, rmse: 0.03835240378975868
2025-06-09 11:51:45.439 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999362230300903, rmse: 0.035986170172691345
2025-06-09 11:51:45.462 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999493360519409, rmse: 0.03205611929297447
2025-06-09 11:51:45.479 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999572038650513, rmse: 0.029515214264392853
2025-06-09 11:51:45.497 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999622106552124, rmse: 0.027708346024155617
2025-06-09 11:51:45.514 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999734163284302, rmse: 0.023219771683216095
2025-06-09 11:51:45.531 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.999977707862854, rmse: 0.021301861852407455
2025-06-09 11:51:45.548 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.999980092048645, rmse: 0.020087886601686478
2025-06-09 11:51:45.565 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999809265136719, rmse: 0.01963525451719761
2025-06-09 11:51:45.582 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999823570251465, rmse: 0.018923895433545113
2025-06-09 11:51:45.599 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999845027923584, rmse: 0.017735211178660393
2025-06-09 11:51:45.617 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.9999855756759644, rmse: 0.01710357889533043
